text,labels
These conspiracy theories are kinda retarded. The coronavirus is very real and has nothing to do with the government trying to kill us with 5g towers 😒. I dont think 5g towers are safe but the Coronavirus is real. Ppl who are saying it's fake prob believe the earth is flat,1
"From a strictly medical perspective this #coronavirus is being hyped up beyond imagination. My belief is that until or unless you know someone personally who has contracted 
 #COVD19 , there is no point to be worried.
DO YOU PERSONALLY KNOW AN INFECTED PERSON WITH #nCoV2019 ?",0
"“Putin raised the idea in his #HelsinkiSummit talks with President Trump on Monday…The Americans wanted for questioning by Moscow include Michael @McFaul , Bill #Browder &amp; Kyle Parker”

All connected to #RussianSanctions #MagnitskyAct

#TrumpPutin
#Steele
https://t.co/bbr1xrrNIu",0
Can someone in health communication make this easier to follow for lay audiences? Lots of good information but was a challenging read to synthesize (it maybe just me) @ShipLives @WhitneyEpi https://t.co/4TyZKvEP82,0
"From SGT report BIOWEAPON UNLEASHED
these clips show how people have been struck down in Wuhan.
Is this an infection/virus or something more sudden?
Like a thunderbolt?
Or a space-weapon? https://t.co/DjPsJkeJTX",1
"Link to the National Health Commission in China posting about the aerosol transmission. 

https://t.co/orfR4efbhX

The NHC is the CDC equivalent of China. You will need a translator or image translate.",0
@Nocoincidence33 @AnJillOfLight @Cindy00086290 @ready_pen @LavenderLives @paulacblades001 Not saying he was.  He was either trying to give clues to the public or he was indeed one of them.  Either way.  All the symbolism is there.,0
"The corona virus is a cover up. Why u think they got us on lock down/ “quarantine” while they build these 5g cell towers? They doin this behind our backs... it’s not the virus that’s killing us, it’s the radiation from 5g 💯‼️⚠️",1
"@H_Rafindadi Covid 19 crashed markets all over the world and is collapsing economies...lol South Africa is back in recession again.. China the major benefactors of the 5G launch are in an economic crisis...
UK were finally gonna succeed with brexit and convid is messing them up.. ...",0
The Chinese alleged doctors to Nigeria are expert 5G installers and not here for Covid 19,1
"@banurfeels @TheDisproof @GlennCarr6 @fcmfcs2019 @rln_nelson @robhon_ @johnpdees @aSinister @AanthanurDC @patterson087 @stevenmosher @No1Trump @jimdtweet @KenJansen1 @MartinBrampton @automaticsteam @EnzoEdmonton @Dcoronata @CheezeWhiz_girl @yepsuzn @TWTThisIsNow @NoExcusesJim @FriendsOScience @StormSignalSA @RedDragonFly19 @KatyDuke @Over400ppm @ScottDa9999999 @JohnAshtone @jenninemorgan @DawnTJ90 @cowcreekgeek @jgorman2424 @Voight_Kampff_3 @FNPGeorgeH @Sdarts133 @priscian @caerbannog666 @GaryWHall @JoeNels48803147 @SteveLeigh2019 @spock246 @Gerard_Veltman @BubbasRanch @ladyspat1 @tomgoldman8 @ItsTheAtmospher @Dthechosen2 @TheClimateHawk @TurtleFL Here is a skeptical exercise for you, does this paper claim that ""The Atmosphere Cools As More CO2 Is Added"" ?https://t.co/n4tWCJaTlZ",0
@FisherQueen13 @KitOfNowhere @mcgibbond @jwgledhill @neilhwilliams @henrietta_22 @Petie42885201 @CELESTRON1957 @Lomquiche @benpuppypaws @lmmother @petergerald @InTheRuck @JaneMundon @mollyluna11 @Larry680 @nick_williams68 @Xlandphoto @ericagoesforth @heeney77 @chlorophyllbill @FanaticRealist @lin_lee65 @cazzrhughes @Liberal_Isms @amicon_13 Yes-( managed without coming to blows-took the dog who didn’t poo in the fruit tree section either .. so result I suppose 😎) https://t.co/UERY6mPagL,0
"#China is now literally chaining &amp; welding families inside their homes and barring up their windows so they are unable to leave.  ⚠️#coronavirus ⚠️

Please Share these videos, people are literally putting their lives in serious danger to warn us.

This is definitely disturbing👇 https://t.co/eo5XQMLgLQ",0
"if you don't buy the 5G conspiracy I don't blame you... Butif you believe you can catch coronavirus the way the media is telling you you still don't know what's going on. 

many of you don't speak the truth you just pick the liar that makes you feel best",1
#BREAKING: India declares masks and sanitizers under Essential Commodities Act. States can ask them to enhance their production capacity of these items to make the supply chain smooth. https://t.co/nNMZwpbzsX,0
"“…The shares raised $813m for the Russian gov’t but more than doubled in value w/in a year…The #Alrosa sale was the first and biggest #RussianIPO for many years, but others followed, including 19.5% of #Rosneft less than a month after the #2016election.”
https://t.co/dYtWTDZiFU",0
"The Senator is right, this needs to be considered.

""Sen. Josh @HawleyMO asked in a letter on Friday to 4 cabinet officials for information on 'when &amp; how' President Donald Trump's administration might consider blocking travel from China to the U.S.""
https://t.co/IvYdHYP2sP",0
"What a trio...what a coincidence. All three have links with paedophiles: Butler-Sloss, Harriet Harman and Margaret Hodge!
https://t.co/N1iBMvZhxA https://t.co/5IwMB0O1sS",1
Coronavirus - Huawei installs 5G network in Wuhan’s Huoshenshan hospital - Critical Communications Today https://t.co/jlCXJwuwxe,0
@albyselkie @mchyrel Which brings me to Biden who really hasn’t done much here (or anywhere else for that matter) because in many respects his name recognition/former VP status is already baked in the cake w/the mostly Black voters and GOP crossovers he needs for the right math. IOW he expects us.,0
They are digging ground and burying some syntetic high powered cables for 5G network  at eke awka-etiti in Biafra after using covid-19 case they framed at adazi enu in anambra state to chase us inside 4 anothe two weeks.@MaziNnamdiKanu @realDonaldTrump @netanyahu @okafo_uche,1
"How many of those influenza-like illnesses are COVID19?

Guess we have to wait for death counts in 3 months? https://t.co/ZZRQcTggSm",0
I just got to the polling place at Texas Southern University. There are at least 100 people still waiting to vote. It's 11:15pm. #TXDecides @HoustonPubMedia https://t.co/scQjbC26mv,0
"To everyone in NYC but ESPECIALLY healthy people &amp; people under 40 (bc from what I’m observing that’s who needs to hear this again):

PLEASE stop crowding bars, restaurants, and public spaces right now. Eat your meals at home.

If you are healthy, you could be spreading COVID.",0
"YANG CHAOBIN, HUAWEI'S PRESIDENT OF 5G PRODUCT LINE, SAYS NO IMPACT AT ALL TO SUPPLY OF EQUIPMENT TO OUR CUSTOMERS FROM CORONAVIRUS",0
"@DBelardoMD I agree with everything in the cartoon but  apart from Covid, I am looking for research showing 5G is safe near schools (kids), research does not seem conclusive. Doesn’t seem to be much safety testing at all for 5G.",1
"Latest infected/deaths/recovered data for #NCP in the last 12 hours:
Infected: 2,156
Deaths: 81
Recovered: No Updates Provided
#coronarvirus #coronaviruschina #Wuhan 
#CoronaVirusUpdates #NovelCoronavirus #NovelCoronavirus2019 https://t.co/DLcnTIFSwE",0
"This tweet did not age well!
WTF is really going on?
#RFID plans to enslave us all using #5G forced vaccinations and no nothing until you submit???
They had to get going due to us all awakening to the #Epstein #PizzaGate and plans for #OneWorldOrder @StormIsUponUs @Inevitable_ET https://t.co/FVgbrcJSc5",1
Isn’t Covid-19 caused by turning on the 5G network? (Can’t believe I read that for real elsewhere on this hellsite.) #StupidPandemicQuestions,0
"SERBIAN PRESIDENT HAS COUGHING FIT!

*ok ok ok 😜 anyone who coughs or sneezes now is on a fast train to coronaland",0
"Anyone actually know what’s going on in #Iran right now regarding #Coronavid19? 🦠 

Hearing some pretty rough situations are unfolding.

Forget politics, as a human race we stand together 🙏.",0
"It’s sobering that in the 21st century, the age of electric autonomous cars, 5G &amp; AI that a virus in the same family tree as the common cold can bring the world to a standstill! #coronavirus #FindACure",1
"Canada should simultaneously accept the Huawei 'gift' of masks, and announce that Huawei will be banned from our 5G networks. After all, if the masks aren't about the 5G bid, then surely the CCP will still send them regardless, right?",1
"China-made substance, mail-order packages, Utah entrepreneurs, dark web marketing, nationwide distribution, extraordinary profits, debilitating addiction and deep despair. The opioid crisis —We have a lot of work to do.  https://t.co/mjjA7aoLwP",0
"Appeal : Dear Friends..not everyone needs a mask; only those who do must use. For handwashing soap and water is best. 
But Also : Those who hoard, overcharge or deny these products - the administration is watching and it has the backing of law",0
"FG locked down Lagos, Abuja to secretly install 5G – Oyakhilome

Imagine this kind of nonsense.  The same people that used to claim cure to every disease; sickle cell, HIV and cancer have no cure to corona, what they now have is frivolous claims. Who do us in this country?.",1
Does Huawei’s 5G technology pose a threat to countries’ national security? @kncukier investigates on our latest “Babbage” podcast https://t.co/meC1BPomPI https://t.co/ushNoAf2Bu,0
This interview with the great @mlipsitch makes me want to just sit down &amp; cry. He describes the scope &amp; impact of this pandemic. Our government's incompetence means that more people will get sick &amp; die than if we had had our act together. #coronavirus https://t.co/BSxfCnZb0F,0
My failing local newspaper physically makes me sick. Remember this when you talk about the importance of local news in a community. It upholds the status quo. That status quo can be awful. From tmr's powerpoint https://t.co/upYjnwZFJQ,0
"Cutting 2020F 5G smartphone volume – #China #Internet Sector Update
The Internet team folds all the latest around Covid-19 and this unprecedented environment into assumptions for #5G #smartphones. They outline their preferred picks in the space.

#AletheiaCapital https://t.co/2bEDq8XtFm",0
