text,labels
"#RaceTo5G Intel challenges Broadcom, Marvell et al. for basestation silicon dominance | Light Reading https://t.co/XTEfnJSvGc?",0
"""Apple Inc. said it is closing all 17 of its retail stores in Italy 'until further notice' as the coronavirus pandemic limits activity in the country."" https://t.co/1DGN50u0gj",0
"@H_Rafindadi Covid 19 crashed markets all over the world and is collapsing economies...lol South Africa is back in recession again.. China the major benefactors of the 5G launch are in an economic crisis...
UK were finally gonna succeed with brexit and convid is messing them up.. ...",0
"@BorisJohnson I have to ask you, so many people are questioning whether 5G is the root cause of the current pandemic. Would it not make sense to explore this as an avenue and to start with switch off the 5G systems and see where we go from their. Self employed help also???",1
"@SRuhle,@KatyTurNBC,@kasie,@AliVelshi Don't want to sound like a conspiracy theorist, but has anyone made a connection to countries using 5G technology and how hard they were hit with Covid-19? Electromagnetic radiation suppresses the immune system. Thoughts?",1
While we're all in quarantine 5G cell towers are going up like mad. This virus is no accident it's a distraction,1
It’s quite right that students and today's younger generation should have serious concerns about the climate crisis and its effect on the environment. They are being very realistic about the future. They see we need to listen to scientists. We should encourage them.,0
"the government is corrupt there’s a dictator there’s a global pandemic mass sh*otings falsehoods instead of the truth 5G harmful to health chemicals in the air &amp; water high cancer rates kids in cages poverty even in rich nations fires &amp; natural disasters
Must. Change. THE SYSTEM!",1
"""We are in uncharted territory,"" says the WHO of the coronavirus, as cases drop in China but rise elsewhere.

▪️ At least 90K infected and 3,100 killed worldwide
▪️ At least 100+ cases and 6 deaths in U.S.
▪️ South Korea, Italy, Iran, Japan outbreaks biggest concern, says WHO https://t.co/RvFcz4j1il",0
"Wuhan, a leading “Smart City”, and one of the earliest adopters of 5G transmitters, is the very source of Covid-19 – the Coronavirus. Coincidence? https://t.co/xTmvY7zyJu",1
"When I despair, I remember that all through history the way of truth and love has always won. 

- Mahatma Gandhi",0
"Microwave, WiFi &amp; 5G: Fueling the #CoronaVirus #CODVID19 
⚠️Microwave⚠️
@madhumita29 @MsHannahMurphy @JudithHartl @LeaLeaalbrecht @rbsw
Dr Ben Ishai &amp; Dr Yuri Feldman They have determined the 5G dangers
👉https://t.co/RZKLsSdsdF
👉https://t.co/rmayBorIPi
👉https://t.co/WtWjwqry09",1
"China, 5G, And The Wuhan Coronavirus: The Emperor’s New Virus - ElectricSense@Tim_A_Roberts sorry to bombard you but top scientists say 5G is not safe and not tested and detrimental to the health of mankind, the cause of Corona, pls spread the word.. 🙏🏾 https://t.co/dd2kNBnCxN",1
The possibility of outbreaks of COVID-19 in nursing homes is one way this virus is different from seasonal flu--no ability to vaccinate older adults and people with chronic conditions who are the most vulnerable to severe disease.,0
"This lockdown has nothing todo with corona but more to do with 5G.

Nizoth angishongo.  5G towers are being built.",1
Good Morning. We need to BAN 5G cell service immediately. It is contributing to this Pandemic and other illnesses. It has a very high radiation leakage and it needs to stop NOW. 4G is safe. 5G is not.,1
"Just seen someone claim that coronavirus is actually 5G picking and choosing where and who it picks off 😂 among the evidence listed was... it’s made in China, Huawai are Chinese and 5G can “mek ya ill” 😂😂 lay of the booze fella it’s only Tuesday",0
"Probably the single most important headline this week:

- After just one week from the outbreak, Northern Italy is already considering expanding its hospital beds capacity because 1 in 11 patients goes in ICU",0
@davidicke 5G was rolled out in Wuhan last year.. Then came the Coronavirus. Countries that have taken on 5G are now infested with 'Corona'. Those that haven't are not??,1
"Think Logically:

1. We left PPA
2. Made Reparations for US Companies to Return Home
3. Placed Tariffs on China
4. UK left EU
5. @DNC refuses to #BuildTheWall 
6. Event201 in October 
7. CSIM Military Exercise in Wuhan
8. 5G Testing in Wuhan

WHO announces Pandemic",1
"Ok, who wants to tell me what this 5G towers and coronavirus shit is about... cuz that’s what I’m reading &amp; I had to stop cuz what? Now it’s not a virus’s it’s actually cell phone towers making people sick? I’m confused.",1
30 more days in the hole 🕳 on this world house arrest going to have me and the refrigerator in a relationship... damn Coronavirus go the fuck away or turn off the 5g whatever it takes...,1
"@BBCPolitics Letting #ccp back #huawei into your nextgen #5g infrastructure is like saying “Hello, come on in” over to a #chinese #wuhan traveller with the #coronavirus. #FoodForThought",0
"Large Collection of Data on Coronavirus Suggests the Illness Is Harmless, and that Deaths Are Caused by 5G - https://t.co/5a2uLJz2wf",1
Vietnam Airlines will temporarily suspend all of its South Korea flights beginning March 5 over concerns about the novel coronavirus outbreak https://t.co/ULu1qS1Tyw,0
"Tories rebel over this, but not over the Clown in charge throwing caution to the wind over COVID19 comments to #takeitonthechin BBC News - Huawei: PM faces Commons rebellion by Tory MPs over 5G contract https://t.co/dbIVHktUt7",0
#5G DANGERS People Across The World Tearing Down #5G TOWERS 5G IS NOT SAFE #RT AND #SHARE THIS: LETS TRY FOR 10K RT's TO SPREAD AWARENESS Make #Stop5G Trend #5G #5Grisks #coronavirus #5gDangers  #CNNTownHall #ModiVideoMessage #PAct #Melly https://t.co/7EhMtRwgPI,1
"SERBIAN PRESIDENT HAS COUGHING FIT!

*ok ok ok 😜 anyone who coughs or sneezes now is on a fast train to coronaland",0
@dprchar Weird thing is we didn't even ask for the 5g. We changed providers but not once was 5g mentioned until we set it up :/,1
"Okay guys quick quiz which one is the map of the world with 5G &amp; which is the map with Coronavirus? 

It might be a coincidence! 

Completely random question that has no direct link to People with Coronavirus but which phone network are people with Coronavirus on? https://t.co/MzfQvkEKDV",1
"@Apotheosis1974 @TonyBaduy @thereal_truther @ghoppe @mcfunny @SkepticalMutant @regina1775 @gypsyof7 @EmmaGPaley @tnicholsmd @prof_brunt @WendyOrent @RightWingBlack2 @djt10 @doritmi @AuntieDote @BlueLionBlog @viva__lala @toppediatrician @MilanovNina @kenjaques @nocompulsoryvac @DescribeSWC @Vbalance03 @xileenie @Joshua1_5 @GeoffSchuler @dkegel @jkellyca @rugbyrhino16 @chrisvcsefalvay @IntactCervix @ktibus @janem1276 @mmelgar09 @Just4TheCause @VeritasEver @openmitochondro @MilenarioxX @xXMilenarioXx @DavidLMayhew @DansMonkeyShack @t3tragrammat0n @fiski70 @Bibimunoz67 @Whats_The_Harm @ProAntiVaxxer @sarah_sxlxp But the truth is not about narrative, it’s about scientific proof and what you guys are ritually chanting is not proof at all, it is literally JUST narrative. It’s like a bark with no bite, it’s just you people shaming but not with facts, but with...you guessed it, Narrative.",0
"Coincidence that 5G (never tested) rollouts in (China) where the virus is centralized? Virus blamed for technology? 

If actual deaths in US get to 50K, then maybe an epidemic. 1 Mil worldwide, then pandemic. The moronic use of these 2 terms is stunningly stupid.",0
"So, secret 5G cell towers released an energy weapon that activated the chemtrail residue, weaponizing bats, which spread an engineered virus that controls minds, and the toilet roll hoarders were all false flag operatives... right?

#HowDoYouQ?",1
"Currently there are very few cases of #COVID19 in the US &amp; no reported community spread. But as more countries see community spread, successful containment becomes harder and CDC is preparing for community spread in the US. https://t.co/MBJftVsR0H",0
WHO &amp; #China have enjoyed a long &amp; productive partnership. WHO is proud to have supported the overseas training of more than 2000 Chinese #HealthWorkers. Grateful for China's commitment to strengthening health systems in other countries through its Belt and Road Initiative. https://t.co/IigqsDsEOI,0
"Could it be that gifts of 800,000 medical masks to the Netherlands from Huawei is a display of altruism, or a timely favor months before the country is set to decide its 5G contracts? https://t.co/VxujpdQqb0 @foreignpolicy",1
do y’all believe that the 5G and installation of the towers are to blame for the “flu-like symptoms” that are being “masked” by the coronavirus outbreak?,1
"Up to 16 million people are about to be locked down by Italy’s Gov’t. The cities of Milan, Venice,Parma &amp; Modena will be quarantined in Lombardy &amp; 11 provinces worst hit by virus. Until now 50,000 people had been quarantined 
Those who break the lockdown face three months in jail",0
"Wow... page 341. IG says FBI used an Aug. 2016 'defensive briefing' with the Trump campaign as an ""opportunity to gather potentially relevant investigative information” about  Michael Flynn

They used defensive briefings for their investigation into the Trump campaign

Wow",0
The government is using 5G to alter out DNA along with Covid-19 to thin out the population. @rng_xl has informed me about all these facts,1
"Is there a link between #5G and #COVIDー19 hotspots across the #UK? 

The #Lombardia region having the highest cases in #Italy with #Milan (Lombardia region) having the most prevalent #5G in #Italy.Is there a link? #coronavirus #coronavirusuk #Coronavirustruth #Coronavirusitaly https://t.co/qoXPgbv5ls",1
"Ontario has just confirmed its 8th case of #COVID19 in a patient who arrived in Toronto from Egypt on Feb. 20. Egyptian health authorities have denied having cases of the disease. Yesterday, France confirmed two patients who recently travelled to Egypt tested positive.",0
"BREAKING: #CoronavirusOutbreak 

Around 150 British nationals who were trapped in Wuhan, are flying in from China, and arriving at RAF Brize Norton tomorrow morning, then taken on to Arrow Park Hospital in the Wirral, where they will remain for two weeks quarantine and treatment",0
"Wuhan authorities issued a notice Friday, which dictates that all residential compounds should be sealed and managed strictly. 

CGTN's Xu Mengqi visited one such neighborhood in Wuhan to find out just how rigorously the new rules are being implemented. #COVID19 #coronavirus https://t.co/6iQoEQoZAf",0
"""[Leader Kim Jong Un] expressed the conviction that the party, government and people of China would surely emerge victorious in the campaign to combat the disease under the wise guidance of General Secretary Xi Jinping, conveying militant greetings to him and all the CPC members"" https://t.co/ztNMvgmw5J",0
"In other countries Team of Experts being set up to cure Coronavirus whilst in J&amp;K Team of Experts being setup to block social media.
Moreover Other countries are moving To 5G we are cramped to 2G.This is how disturbance is,it leads to nowhere.
Hope peace prevails.
#jammu #kashmir",0
